forma,Color,Numero de paredes,Conexión hifal,Reacción con Melzer,Textura,Nombre cientifico,genero,familia,Pais,vegetacion,habitat,Localidad,Información de la especie,Particularidad,tam_min,tam_max,tam_promedio,forma_std,forma_token,espora_cilindrica,espora_clavada,espora_elipsoide,espora_fusiforme,espora_globosa,espora_irregular,espora_oblonga,espora_ovoide,espora_piriforme,espora_reniforme,espora_subglobosa,espora_triangular,color_token,color_amarillo,color_ambar,color_blanco,color_crema,color_dorado,color_gris,color_hialino,color_marron,color_miel,color_naranja,color_negro,color_ocre,color_rojo,color_sin_reporte,color_verdoso,conexion_token,textura_tokens,tex_sup_alveolada,tex_sup_aspera,tex_sup_foveolada,tex_sup_granular,tex_sup_laberintiforme,tex_sup_lisa,tex_sup_ornamentada,tex_sup_perforada,tex_sup_reticulada,tex_sup_rugosa,tex_sup_scrobiculada,tex_sup_verrugosa,tex_est_estratificada,tex_est_laminada,tex_est_membranosa,tex_est_subcapas,tex_est_sublaminada,tex_cons_delgada,tex_cons_evanescente,tex_cons_flexible,tex_cons_fragil,tex_cons_gruesa,tex_cons_mucilaginosa,tex_cons_quebradiza,tex_cons_rigida,tex_cons_semiflexible,tex_cons_suave,tex_orn_crestas,tex_orn_depresiones,tex_orn_espinas,tex_orn_estrias,tex_orn_hoyos,tex_orn_papilas,tex_orn_protuberancias,tex_orn_proyecciones,tex_orn_pustulas,tex_orn_reticulo,tex_orn_verrugas,melzer_negativo,melzer_positivo,melzer_ninguna,melzer_paredes_internas,melzer_sin_reporte
subglobosas,cafe rojizo de tono rojo amarillento,3.0,la conexion hifal es poco claro se aislan sin conexion polar o subpolar estrecha hacia la espora y ensanchada al exterior con hifas trasparentes y pared delgada,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp4,Glomus ,Glomeraceae,Colombia,Coffea arabica,Selva Húmeda,Cundinamarca,de esta especie solo se ha identificado el genero en colombia siendo muy comun en suelos de la amazonia colombiana y de la gran sabana venezolana,esporas solitarias,83.3,103.1,93.19999999999999,subglobosa,['subglobosa'],0,0,0,0,0,0,0,0,0,0,1,0,"['marron', 'rojo', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['contraida', 'hinchada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosa,cafe intenso,2.0,la conexion hifal es septada a la mitad de la pared laminada se ensancha alcanzando micras de ancho,ninguna,lisa y laminada algo menbranosa,Glomus sp5,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Chocó,de esta especie solo se ha identificado el genero en colombia asociado a plantas en diferentes habitats desde bosques naturales primarios y de regeneracion hasta potreros y sistemas agroforestales,esporas solitarias,96.3,98.9,97.6,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['con_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosa,cafe intenso,2.0,la conexion hifal es septada a la mitad de la pared laminada se ensancha alcanzando micras de ancho,ninguna,lisa y laminada algo menbranosa,Glomus sp5,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Chocó,de esta especie solo se ha identificado el genero en colombia asociado a plantas en diferentes habitats desde bosques naturales primarios y de regeneracion hasta potreros y sistemas agroforestales,esporas solitarias,91.9,109.2,100.55000000000001,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['con_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosa,cafe intenso,2.0,la conexion hifal es septada a la mitad de la pared laminada se ensancha alcanzando micras de ancho,ninguna,lisa y laminada algo menbranosa,Glomus sp5,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Chocó,de esta especie solo se ha identificado el genero en colombia asociado a plantas en diferentes habitats desde bosques naturales primarios y de regeneracion hasta potreros y sistemas agroforestales,esporas solitarias,96.4,103.1,99.75,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['con_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo negro de tono cafe rojizo oscuro,2.0,la conexion hifal no tiene septo engosada al inicio y se adelgasa despues,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp6,Glomus ,Glomeraceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,de esta especie solo se ha identificado el genero en colombia asociado dieferentes especies de sistemas agroforestales,esporas solitarias,64.4,74.5,69.45,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo', 'negro']",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo negro de tono cafe rojizo oscuro,2.0,la conexion hifal no tiene septo engosada al inicio y se adelgasa despues,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp6,Glomus ,Glomeraceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,de esta especie solo se ha identificado el genero en colombia asociado dieferentes especies de sistemas agroforestales,esporas solitarias,68.8,76.6,72.69999999999999,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo', 'negro']",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo negro de tono cafe rojizo oscuro,2.0,la conexion hifal no tiene septo engosada al inicio y se adelgasa despues,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp6,Glomus ,Glomeraceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,de esta especie solo se ha identificado el genero en colombia asociado dieferentes especies de sistemas agroforestales,esporas solitarias,64.8,69.3,67.05,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo', 'negro']",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo negro de tono cafe rojizo oscuro,2.0,la conexion hifal no tiene septo engosada al inicio y se adelgasa despues,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp6,Glomus ,Glomeraceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,de esta especie solo se ha identificado el genero en colombia asociado dieferentes especies de sistemas agroforestales,esporas solitarias,60.0,68.2,64.1,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo', 'negro']",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,3.0,la conexion es gruesa del mismo color que la lamina estrecha en la base adelgazando hacia la hifa,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp7,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Huila,de esta especie solo se ha identificado el genero en colombia encontrada en zonas de potreros y sistemas agroforestales,esporas solitarias,80.9,105.9,93.4,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['contraida'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,3.0,la conexion es gruesa del mismo color que la lamina estrecha en la base adelgazando hacia la hifa,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp7,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Huila,de esta especie solo se ha identificado el genero en colombia encontrada en zonas de potreros y sistemas agroforestales,esporas solitarias,91.7,112.3,102.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['contraida'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,3.0,la conexion es gruesa del mismo color que la lamina estrecha en la base adelgazando hacia la hifa,ninguna,mucilaginosa abundante y limpia con o sin poros acanalados desde el interior hacia la periferia de la espora,Glomus sp7,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Huila,de esta especie solo se ha identificado el genero en colombia encontrada en zonas de potreros y sistemas agroforestales,esporas solitarias,95.8,102.4,99.1,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['contraida'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa y recta sin septo las hifas poseen proyeccciones a los lados cerca de la formacion de la espora,ninguna,lisa y limpia,Glomus sp8,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Páramo,Valle del Cauca,de esta especie solo se ha identificado el genero en colombia encontrada en rastrojos y zonas disturvadas,esporas solitarias,80.1,88.6,84.35,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa y recta sin septo las hifas poseen proyeccciones a los lados cerca de la formacion de la espora,ninguna,lisa y limpia,Glomus sp8,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Páramo,Valle del Cauca,de esta especie solo se ha identificado el genero en colombia encontrada en rastrojos y zonas disturvadas,esporas solitarias,73.5,85.8,79.65,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa y recta sin septo las hifas poseen proyeccciones a los lados cerca de la formacion de la espora,ninguna,lisa y limpia,Glomus sp8,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Páramo,Valle del Cauca,de esta especie solo se ha identificado el genero en colombia encontrada en rastrojos y zonas disturvadas,esporas solitarias,73.9,97.3,85.6,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa recta y ancha sin septo las hifas poseen se proyectan a partir de la pared interna de la espora,ninguna,mucilaginosa laminada y gruesa,Glomus sp9,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Bosque Altoandino,Huila,de esta especie solo se ha identificado el genero en colombia posee mucha similitud con glomus coronatum quien ha sido reportado unicamente en europa,esporas solitarias,90.5,100.6,95.55,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa', 'gruesa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa recta y ancha sin septo las hifas poseen se proyectan a partir de la pared interna de la espora,ninguna,mucilaginosa laminada y gruesa,Glomus sp9,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Bosque Altoandino,Huila,de esta especie solo se ha identificado el genero en colombia posee mucha similitud con glomus coronatum quien ha sido reportado unicamente en europa,esporas solitarias,95.8,119.8,107.8,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa', 'gruesa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa recta y ancha sin septo las hifas poseen se proyectan a partir de la pared interna de la espora,ninguna,mucilaginosa laminada y gruesa,Glomus sp9,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Bosque Altoandino,Huila,de esta especie solo se ha identificado el genero en colombia posee mucha similitud con glomus coronatum quien ha sido reportado unicamente en europa,esporas solitarias,90.6,105.7,98.15,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa', 'gruesa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,cafe rojizo de tono oscuro,2.0,la conexion es gruesa recta y ancha sin septo las hifas poseen se proyectan a partir de la pared interna de la espora,ninguna,mucilaginosa laminada y gruesa,Glomus sp9,Glomus ,Glomeraceae,Colombia,Quercus humboldtii,Bosque Altoandino,Huila,de esta especie solo se ha identificado el genero en colombia posee mucha similitud con glomus coronatum quien ha sido reportado unicamente en europa,esporas solitarias,83.2,113.6,98.4,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': ['sin_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa', 'gruesa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,blanco a tono amarillo palido,3.0,la conexion es gruesa recta y solida dificil de observar,positiva,mucilaginosa solida y laminada,Glomus manihotis,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Chocó,esta especie se ha identificado el genero en colombia con mucha frecuencia en plantas de cultivos de sistemas agroforestales,esporas solitarias,176.5,211.7,194.1,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,blanco a tono amarillo palido,3.0,la conexion es gruesa recta y solida dificil de observar,positiva,mucilaginosa solida y laminada,Glomus manihotis,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Chocó,esta especie se ha identificado el genero en colombia con mucha frecuencia en plantas de cultivos de sistemas agroforestales,esporas solitarias,170.6,226.6,198.6,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,blanco a tono amarillo palido,3.0,la conexion es gruesa recta y solida dificil de observar,positiva,mucilaginosa solida y laminada,Glomus manihotis,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Chocó,esta especie se ha identificado el genero en colombia con mucha frecuencia en plantas de cultivos de sistemas agroforestales,esporas solitarias,191.9,228.5,210.2,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,blanco a tono amarillo palido,3.0,la conexion es gruesa recta y solida dificil de observar,positiva,mucilaginosa solida y laminada,Glomus manihotis,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Chocó,esta especie se ha identificado el genero en colombia con mucha frecuencia en plantas de cultivos de sistemas agroforestales,esporas solitarias,184.4,225.9,205.15,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,blanco a tono amarillo palido,3.0,la conexion es gruesa recta y solida dificil de observar,positiva,mucilaginosa solida y laminada,Glomus manihotis,Glomus ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Chocó,esta especie se ha identificado el genero en colombia con mucha frecuencia en plantas de cultivos de sistemas agroforestales,esporas solitarias,192.8,246.1,219.45,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a piriformes,negro de tono a cafe oscuro,2.0,la conexion se prolonga a lo largo de la hifa del mismo color que la espora y no presenta septo,negativo,lisa delgada solida y flexible,Glomus sp10,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Meta,de esta especie solo se ha identificado el genero en colombia con mucha frecuencia en sistemas agroforestales,esporas solitarias,149.1,169.3,159.2,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['negro', 'marron']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a piriformes,negro de tono a cafe oscuro,2.0,la conexion se prolonga a lo largo de la hifa del mismo color que la espora y no presenta septo,negativo,lisa delgada solida y flexible,Glomus sp10,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Meta,de esta especie solo se ha identificado el genero en colombia con mucha frecuencia en sistemas agroforestales,esporas solitarias,140.7,148.8,144.75,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['negro', 'marron']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a piriformes,negro de tono a cafe oscuro,2.0,la conexion se prolonga a lo largo de la hifa del mismo color que la espora y no presenta septo,negativo,lisa delgada solida y flexible,Glomus sp10,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Meta,de esta especie solo se ha identificado el genero en colombia con mucha frecuencia en sistemas agroforestales,esporas solitarias,152.9,163.7,158.3,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['negro', 'marron']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a piriformes,negro de tono a cafe oscuro,2.0,la conexion se prolonga a lo largo de la hifa del mismo color que la espora y no presenta septo,negativo,lisa delgada solida y flexible,Glomus sp10,Glomus ,Glomeraceae,Colombia,Coffea arabica,Bosque Altoandino,Meta,de esta especie solo se ha identificado el genero en colombia con mucha frecuencia en sistemas agroforestales,esporas solitarias,143.4,162.6,153.0,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['negro', 'marron']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a piriformes,negro de tono a cafe oscuro y rojo amarillento,2.0,la conexion es muy gruesa con relacion al tamano de la espora,ninguna,mucilaginosa y lisa con poros en la superficie,Glomus brohultii,Glomus ,Glomeraceae,Colombia,Coffea arabica,Páramo,Antioquia,especie solo se ha identificado en colombia con mucha frecuencia en sistemas agroforestales rastojos y bosques perturvados,esporas solitarias,82.3,143.4,112.85,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['negro', 'marron', 'rojo', 'amarillo']",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
